Park Name,Unit Code,Park Type,Region,State,Year,Month,Recreation Visits,Non Recreation Visits,Recreation Hours,Non Recreation Hours,Concessioner Lodging,Concessioner Camping,Tent Campers,RV Campers,Backcountry,Non Recreation Overnight Stays,Miscellaneous Overnight Stays
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,1,181117,148928,1118976,148928,2813,365,156,0,520,0,6920
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,2,158216,148216,963107,148216,2411,479,78,0,415,0,5477
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,3,162193,157216,1016635,157216,2869,450,82,0,389,0,6647
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,4,147328,150184,923969,150184,2830,329,31,0,293,0,6187
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,5,143362,146477,900954,146477,2752,381,29,0,516,0,5513
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,6,173228,155341,1076334,155341,3043,418,63,0,590,0,6428
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,7,171827,161335,1092076,161335,3316,757,76,0,340,0,7333
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,8,157880,188105,969223,188105,3056,489,88,0,303,0,5270
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,9,129940,158489,765893,158489,2483,298,69,0,197,0,3317
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,10,125237,157078,783068,157078,2779,342,127,0,526,0,4410
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,11,157374,152050,923000,152050,2388,274,131,0,450,0,3843
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,12,170152,158563,1010024,158563,2740,285,204,0,584,0,4638
Hot Springs NP,HOSP,National Park,Midwest ,AR,2015,1,74443,171202,206190,171202,0,0,125,520,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2015,2,89315,165401,204635,165401,0,0,86,300,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2015,3,119827,181037,264028,181037,0,0,444,1053,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2015,4,92206,200135,277565,200135,0,0,314,1637,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2015,5,130482,189042,303525,189042,0,0,556,2423,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2015,6,156026,223667,348405,223667,0,0,767,2211,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2015,7,166898,196803,350274,196803,0,0,823,2953,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2015,8,150302,178718,291774,178718,0,0,328,2153,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2015,9,139843,190732,300704,190732,0,0,583,1974,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2015,10,137997,201249,313716,201249,0,0,367,2248,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2015,11,98468,163296,231970,163296,0,0,236,1243,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2015,12,62355,182143,217520,182143,0,0,106,698,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2016,1,71988,203870,241721,203870,0,0,78,862,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2016,2,70611,129725,170371,129725,0,0,100,350,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2016,3,125067,222124,322762,222124,0,0,368,1800,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2016,4,103658,194690,263961,194690,0,0,230,727,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2016,5,137061,200645,314495,200645,0,0,673,1615,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2016,6,149318,206369,340353,206369,0,0,712,2372,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2016,7,190199,200643,362732,200643,0,0,586,2673,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2016,8,181221,233829,377205,233829,0,0,215,2848,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2016,9,147133,198855,308087,198855,0,0,533,2016,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2016,10,161294,192732,330239,192732,0,0,105,2957,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2016,11,118453,178115,257554,178115,0,0,78,1257,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2016,12,88297,191172,241322,191172,0,0,28,838,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,1,78452,181887,69658,181887,0,0,26,1489,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,2,85069,211021,76538,211021,0,0,17,1621,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,3,124670,191246,121497,191246,0,0,192,2284,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,4,107420,196964,125833,196964,0,0,107,2972,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,5,133958,210348,126683,210348,0,0,87,2257,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,6,157374,272093,137243,272093,0,0,29,2374,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,7,177934,198237,161728,198237,0,0,192,2219,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,8,215752,193065,186121,193065,0,0,64,1983,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,9,143475,222922,122828,222922,0,0,550,1571,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,10,126573,214110,110224,214110,0,0,89,1679,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,11,104899,173001,82223,173001,0,0,102,1098,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,12,106040,190634,80984,190634,0,0,12,996,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2018,1,73050,183669,65161,183669,0,0,29,1384,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2018,2,96294,166703,73379,166703,0,0,79,1208,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2018,3,132156,224123,126448,224123,0,0,126,2387,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2018,4,118540,190348,130463,190348,0,0,242,2743,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2018,5,129998,192874,124071,192874,0,0,128,2281,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2018,6,144405,227031,134246,227031,0,0,106,2337,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2018,7,177712,197253,160023,197253,0,0,133,2249,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2018,8,175012,189832,144365,189832,0,0,57,1996,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2018,9,138285,200023,118685,200023,0,0,79,1999,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2018,10,142710,191131,121515,191131,0,0,94,1879,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2018,11,103819,175381,88459,175381,0,0,62,1537,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2018,12,74906,167704,54646,167704,0,0,98,712,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2019,1,73964,43994,44922,43994,0,0,0,250,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2019,2,79322,202249,57014,202249,0,0,70,823,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2019,3,125290,205409,119632,205409,0,0,100,2353,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2019,4,113397,190995,123896,190995,0,0,233,2743,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2019,5,136514,196169,140821,196169,0,0,128,2989,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2019,6,149049,238237,132670,238237,0,0,100,2179,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2019,7,139005,193929,146991,193929,0,0,389,2376,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2019,8,181982,196351,158069,196351,0,0,170,2199,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2019,9,143915,225576,117440,225576,0,0,65,1907,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2019,10,137861,194996,124480,194996,0,0,34,2247,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2019,11,108534,169608,106925,169608,0,0,92,2359,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2019,12,78320,173706,80119,173706,0,0,74,1826,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2020,1,40840,12323,190810,12323,0,0,901,3412,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2020,2,51743,12314,255882,12314,0,0,860,5311,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2020,3,128723,12330,375531,12330,0,0,100,2200,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2020,4,133256,12305,341135,12305,0,0,0,0,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2020,5,45894,12305,117489,12305,0,0,0,0,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2020,6,146727,12305,428381,12305,0,0,343,2295,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2020,7,158359,12305,463779,12305,0,0,425,2494,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2020,8,178497,12305,517812,12305,0,0,189,2854,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2020,9,141100,12334,400276,12334,0,0,60,1893,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2020,10,140286,12328,407532,12328,0,0,138,2282,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2020,11,106177,12382,321613,12382,0,0,114,2376,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2020,12,76613,12669,239329,12669,0,0,60,2100,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2021,1,62618,12340,188602,12340,0,0,78,1337,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2021,2,75786,12318,225572,12318,0,0,20,1558,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2021,3,128516,12346,379981,12346,0,0,68,2481,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2021,4,145067,12564,425892,12564,0,0,15,2711,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2021,5,311165,12388,859222,12388,0,0,25,3107,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2021,6,363083,12305,996272,12305,0,0,80,3259,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2021,7,382406,12305,1058879,12305,0,0,120,3876,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2021,8,192985,12696,563922,12696,0,0,367,3127,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2021,9,144841,12698,435753,12698,0,0,115,3133,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2021,10,148573,12784,430627,12784,0,0,110,2404,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2021,11,118176,12570,349011,12570,0,0,57,2267,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2021,12,89668,12672,276210,12672,0,0,124,2209,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2022,1,152015,12443,439158,12443,0,0,100,2400,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2022,2,240294,12312,664331,12312,0,0,13,2446,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2022,3,286198,12371,800907,12371,0,0,79,3333,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2022,4,290655,12405,799916,12405,0,0,0,2792,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2022,5,219394,12447,622949,12447,0,0,0,3065,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2022,6,314623,12848,870494,12848,0,0,70,3183,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2022,7,224339,12668,649527,12668,0,0,0,3761,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2022,8,121300,12362,359168,12362,0,0,0,2432,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2022,9,112049,12396,353686,12396,0,0,0,3342,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2022,10,231618,12587,641603,12587,0,0,0,2433,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2022,11,251837,12832,716822,12832,0,0,329,3277,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2022,12,201811,13129,583017,13129,0,0,42,3277,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2023,1,171283,12332,466623,12332,0,0,0,1407,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2023,2,244678,12322,654795,12322,0,0,0,1421,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2023,3,281716,12352,759472,12352,0,0,0,1914,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2023,4,271204,12352,730723,12352,0,0,0,1822,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2023,5,309282,12387,830841,12387,0,0,4,1950,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2023,6,338669,12654,905512,12654,0,0,0,1926,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2023,7,263022,12893,715598,12893,0,0,20,2093,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2023,8,245673,12514,665382,12514,0,0,0,1823,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2023,9,76124,12362,219758,12362,0,0,0,1244,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2023,10,116869,12440,331726,12440,0,0,0,1627,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2023,11,96740,12673,284154,12673,0,0,0,1825,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2023,12,87707,13223,284810,13223,0,0,4,3010,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2024,1,145593,12351,416898,12351,0,0,79,2130,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2024,2,230444,12437,648557,12437,0,0,60,2871,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2024,3,299361,12495,886044,12495,0,0,81,5903,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2024,4,281931,22790,797543,22790,0,0,36,3754,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2024,5,111653,12388,366431,12388,0,0,49,3981,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2024,6,362828,12470,1017659,12470,0,0,95,4346,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2024,7,280144,12793,813108,12793,0,0,100,4697,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2024,8,263021,12518,749455,12518,0,0,150,3656,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2024,9,134443,12499,409193,12499,0,0,0,3251,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2024,10,103447,12690,325086,12690,0,0,56,2957,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2024,11,116591,12448,356472,12448,0,0,10,2890,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2024,12,132356,12843,394290,12843,0,0,52,2721,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,1,106185,12373,332434,12373,0,0,49,2981,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,2,231464,12346,649007,12346,0,0,40,2783,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,3,252503,12446,691047,12446,0,0,0,2232,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,4,184431,12459,547343,12459,0,0,10,3750,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,5,189150,12497,539805,12497,0,0,50,2729,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,6,351571,12738,964801,12738,0,0,53,3186,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,7,279268,12572,783146,12572,0,0,61,3350,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,8,256523,12330,709758,12330,0,0,67,2586,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,9,169340,12312,485591,12312,0,0,62,2542,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,10,147930,12311,434100,12311,0,0,403,2367,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,11,163113,12388,472230,12388,0,0,559,2174,0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,12,163133,12462,461739,12462,0,0,942,1264,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2015,1,55607,446,111215,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2015,2,47594,403,95188,403,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2015,3,93170,446,186340,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2015,4,93419,432,188568,432,0,0,62,34,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2015,5,141525,446,318762,446,0,0,1522,462,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2015,6,174125,432,572873,432,0,0,2142,663,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2015,7,362197,446,1177434,446,0,0,4098,949,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2015,8,262479,446,871192,446,0,0,3850,803,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2015,9,169403,432,393992,432,0,0,2170,896,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2015,10,101082,446,223480,446,0,0,902,282,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2015,11,75316,432,150633,432,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2015,12,64278,446,128557,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2016,1,56588,446,113175,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2016,2,73072,403,146144,403,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2016,3,90653,446,181306,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2016,4,99945,432,210826,432,0,0,260,347,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2016,5,175447,446,383705,446,0,0,1600,223,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2016,6,242632,432,795302,432,0,0,3119,626,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2016,7,308792,446,1028323,446,0,0,4814,849,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2016,8,219929,446,740919,446,0,0,3708,800,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2016,9,179245,432,407091,432,0,0,2322,378,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2016,10,115180,446,256642,446,0,0,893,567,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2016,11,82775,432,165549,432,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2016,12,53965,446,107931,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2017,1,60576,446,121152,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2017,2,85561,403,171122,403,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2017,3,90620,446,181240,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2017,4,102570,432,217081,432,0,0,366,298,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2017,5,149426,446,325023,446,0,0,1035,418,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2017,6,247641,432,814904,432,0,0,2995,1004,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2017,7,319946,446,1061785,446,0,0,4814,849,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2017,8,462357,446,1513738,446,0,0,6228,809,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2017,9,405688,432,864666,432,0,0,2508,453,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2017,10,82494,446,222407,446,0,0,2136,1054,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2017,11,87193,432,174385,432,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2017,12,64399,446,128798,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2018,1,70652,446,141303,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2018,2,70450,403,140900,403,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2018,3,128682,446,257364,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2018,4,93585,432,191912,432,0,0,71,192,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2018,5,143790,446,325077,446,0,0,1262,822,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2018,6,240295,432,782934,432,0,0,2709,738,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2018,7,421553,670,1336196,670,0,0,3267,707,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2018,8,204010,670,680609,670,0,0,3097,713,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2018,9,167089,432,391595,432,0,0,2136,1054,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2018,10,132862,446,286203,446,0,0,766,372,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2018,11,52878,432,105756,432,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2018,12,30233,446,60466,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2019,1,69916,335,139832,335,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2019,2,85702,302,171404,302,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2019,3,219070,446,438139,446,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2019,4,107862,324,231069,324,0,0,567,285,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2019,5,142403,335,323028,335,0,0,1361,763,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2019,6,302203,324,991647,324,0,0,3618,1107,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2019,7,449968,335,1434943,335,0,0,3618,1107,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2019,8,290469,335,956445,335,0,0,3618,1107,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2019,9,206226,324,469591,324,0,0,2213,961,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2019,10,105984,335,256218,335,0,0,1321,1138,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2019,11,79674,324,159347,324,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2019,12,74808,335,149616,335,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2020,1,82444,335,164889,335,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2020,2,87813,302,175626,302,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2020,3,93273,335,186547,335,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2020,4,91272,324,182544,324,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2020,5,154428,335,308855,335,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2020,6,341505,324,1087179,324,0,0,2926,555,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2020,7,427408,335,1399013,335,0,0,5382,1107,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2020,8,389689,335,1291437,335,0,0,5775,1023,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2020,9,225594,324,527077,324,0,0,2871,1345,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2020,10,227773,335,497339,335,0,0,1606,716,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2020,11,78893,324,158345,324,0,0,12,19,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2020,12,93014,335,186028,335,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,1,86065,335,172130,335,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,2,93430,302,186860,302,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,3,171050,335,342099,335,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,4,234442,324,533109,324,0,0,2691,877,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,5,396362,335,866101,335,0,0,2855,1221,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,6,319611,324,1038739,324,0,0,3267,1172,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,7,594272,335,1859040,335,0,0,2821,1414,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,8,437313,335,1417737,335,0,0,4607,1271,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,9,343696,324,773379,324,0,0,3298,1479,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,10,253640,335,550359,335,0,0,1916,477,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,11,144881,324,290209,324,0,0,19,6,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2021,12,102448,335,204897,335,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2022,1,71633,335,143266,335,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2022,2,74372,302,148743,302,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2022,3,127431,335,254863,335,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2022,4,141437,324,313062,324,0,0,1008,670,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2022,5,234403,335,551558,335,0,0,2796,1801,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2022,6,438727,324,1435202,324,0,0,4582,2030,0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2022,7,575495,335,1833008,335,0,0,4331,1587,0,0,0
