Park Name,Unit Code,Park Type,Region,State,Year,Month,Recreation Visits,Non Recreation Visits,Recreation Hours,Non Recreation Hours,Concessioner Lodging,Concessioner Camping,Tent Campers,RV Campers,Backcountry,Non Recreation Overnight Stays,Miscellaneous Overnight Stays
Acadia NP,ACAD,National Park,Northeast ,ME,2015,1,12578,600,83017,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2015,2,10626,600,70132,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2015,3,18062,600,119207,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2015,4,63214,600,366642,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2015,5,187205,7500,1062976,7500,0,0,10248,1737,44,0,753
Acadia NP,ACAD,National Park,Northeast ,ME,2015,6,359661,7500,2031345,7500,0,0,20187,4776,222,0,1191
Acadia NP,ACAD,National Park,Northeast ,ME,2015,7,606597,7500,2975978,7500,0,0,36642,7992,310,0,2542
Acadia NP,ACAD,National Park,Northeast ,ME,2015,8,666767,7500,3266176,7500,0,0,36042,7902,332,0,2167
Acadia NP,ACAD,National Park,Northeast ,ME,2015,9,479320,7500,2232571,7500,0,0,23814,7206,241,0,1171
Acadia NP,ACAD,National Park,Northeast ,ME,2015,10,344362,6000,1867356,6000,0,0,8067,2481,84,0,519
Acadia NP,ACAD,National Park,Northeast ,ME,2015,11,48912,600,293469,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2015,12,13880,600,83282,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2016,1,17204,600,113549,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2016,2,16530,600,109098,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2016,3,28121,600,185597,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2016,4,94199,600,575374,600,0,0,885,168,0,0,10
Acadia NP,ACAD,National Park,Northeast ,ME,2016,5,217147,7500,1587762,7500,0,0,10521,1854,38,0,637
Acadia NP,ACAD,National Park,Northeast ,ME,2016,6,445410,7500,3496610,7500,0,0,25488,7938,303,0,1425
Acadia NP,ACAD,National Park,Northeast ,ME,2016,7,696854,7500,4880430,7500,0,0,39942,11757,353,0,2966
Acadia NP,ACAD,National Park,Northeast ,ME,2016,8,735945,7500,5075152,7500,0,360,40557,11649,381,0,2250
Acadia NP,ACAD,National Park,Northeast ,ME,2016,9,570434,7500,3596598,7500,0,617,23148,10044,249,0,984
Acadia NP,ACAD,National Park,Northeast ,ME,2016,10,412416,6000,2663628,6000,0,0,12270,3219,0,0,291
Acadia NP,ACAD,National Park,Northeast ,ME,2016,11,55022,600,330133,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2016,12,14111,600,84665,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,1,15520,600,102429,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,2,14342,600,94657,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,3,20936,600,138175,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,4,85267,600,516088,600,0,0,594,195,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,5,222978,7500,1680423,7500,0,100,10827,3213,298,0,788
Acadia NP,ACAD,National Park,Northeast ,ME,2017,6,476191,7500,3657913,7500,0,343,24372,9360,298,0,1976
Acadia NP,ACAD,National Park,Northeast ,ME,2017,7,743529,7500,5107426,7500,0,188,39429,12642,325,0,2929
Acadia NP,ACAD,National Park,Northeast ,ME,2017,8,762436,7500,5209104,7500,0,368,39864,11874,336,0,3071
Acadia NP,ACAD,National Park,Northeast ,ME,2017,9,595388,7500,3916584,7500,0,556,27054,13554,253,0,1565
Acadia NP,ACAD,National Park,Northeast ,ME,2017,10,507594,6000,3201030,6000,0,102,10446,4974,87,0,560
Acadia NP,ACAD,National Park,Northeast ,ME,2017,11,53006,600,318037,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,12,12084,600,72504,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2018,1,11974,600,79026,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2018,2,12167,600,80301,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2018,3,23756,600,156790,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2018,4,72858,600,421428,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2018,5,249050,7500,1854392,7500,0,25,11325,3912,126,0,815
Acadia NP,ACAD,National Park,Northeast ,ME,2018,6,499163,7500,3861197,7500,0,296,25626,10479,323,0,2490
Acadia NP,ACAD,National Park,Northeast ,ME,2018,7,759165,7500,5119628,7500,0,188,37218,12723,345,0,3286
Acadia NP,ACAD,National Park,Northeast ,ME,2018,8,767219,7500,5175840,7500,0,370,37923,12579,345,0,3134
Acadia NP,ACAD,National Park,Northeast ,ME,2018,9,600397,7500,3885466,7500,0,485,25128,14097,271,0,1542
Acadia NP,ACAD,National Park,Northeast ,ME,2018,10,488204,6000,2657950,6000,0,0,7524,4425,62,0,431
Acadia NP,ACAD,National Park,Northeast ,ME,2018,11,40930,600,245582,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2018,12,12692,600,76154,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,1,8532,600,56311,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,2,9154,600,60414,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,3,20161,600,133064,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,4,68046,600,394023,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,5,226156,7500,1670692,7500,0,4,10416,3327,0,0,1012
Acadia NP,ACAD,National Park,Northeast ,ME,2019,6,490720,7500,3731975,7500,0,102,23721,10383,263,0,1851
Acadia NP,ACAD,National Park,Northeast ,ME,2019,7,756439,7500,5049909,7500,0,117,36135,11853,357,0,3222
Acadia NP,ACAD,National Park,Northeast ,ME,2019,8,759735,7500,5159613,7500,0,242,39093,11637,396,0,3806
Acadia NP,ACAD,National Park,Northeast ,ME,2019,9,603273,7500,3807421,7500,0,500,22425,15174,185,0,1393
Acadia NP,ACAD,National Park,Northeast ,ME,2019,10,436194,6000,2778987,6000,0,125,9195,5322,83,0,390
Acadia NP,ACAD,National Park,Northeast ,ME,2019,11,46011,600,276064,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,12,12865,600,77191,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,1,12640,600,83421,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,2,13459,600,88831,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,3,28539,600,188356,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,4,55713,600,323135,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,5,103120,7500,598096,7500,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,6,201156,7500,1165036,7500,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,7,493971,7500,2470139,7500,0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,8,681746,7500,3395169,7500,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,9,500320,7500,2492205,7500,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,10,480859,6000,2874780,6000,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,11,76251,600,457504,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,12,21260,600,127562,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,1,20268,600,133769,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,2,16123,600,106413,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,3,38060,600,251199,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,4,110096,600,638557,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,5,324654,7500,2168850,7500,0,19,7992,2460,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,6,661919,7500,4505504,7500,0,294,16794,7186,161,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,7,782146,7500,4927236,7500,0,205,27930,9880,390,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,8,795437,7500,4991696,7500,0,419,28405,8986,534,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,9,667301,7500,4096436,7500,0,446,19035,8854,386,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,10,557624,6000,3649594,6000,0,224,7602,3306,141,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,11,81089,600,486535,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,12,14381,600,86285,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,1,10411,600,68714,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,2,13045,600,86098,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,3,22476,600,148339,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,4,105126,600,609731,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,5,327466,7500,2324994,7500,0,46,11425,3335,83,0,717
Acadia NP,ACAD,National Park,Northeast ,ME,2022,6,603023,7500,4551580,7500,0,168,26065,10517,304,0,1597
Acadia NP,ACAD,National Park,Northeast ,ME,2022,7,791358,7500,5282410,7500,0,285,34279,12171,426,0,2907
Acadia NP,ACAD,National Park,Northeast ,ME,2022,8,785236,7500,5187635,7500,0,493,33971,10550,299,0,2322
Acadia NP,ACAD,National Park,Northeast ,ME,2022,9,697292,7500,4379256,7500,0,414,22110,9655,261,0,1279
Acadia NP,ACAD,National Park,Northeast ,ME,2022,10,521646,6000,3480420,6000,0,478,8333,3419,99,0,668
Acadia NP,ACAD,National Park,Northeast ,ME,2022,11,70675,600,424050,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,12,22506,600,135036,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,1,15217,600,100434,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,2,15281,600,100853,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,3,30822,600,203428,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,4,102928,600,596982,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,5,340425,7500,2369803,7500,0,33,10049,3669,68,0,672
Acadia NP,ACAD,National Park,Northeast ,ME,2023,6,566535,7500,4257742,7500,0,231,23409,10058,233,0,1701
Acadia NP,ACAD,National Park,Northeast ,ME,2023,7,767956,7500,5059220,7500,0,338,30431,12119,408,0,2766
Acadia NP,ACAD,National Park,Northeast ,ME,2023,8,774296,7500,5042016,7500,0,456,30048,10576,417,0,2721
Acadia NP,ACAD,National Park,Northeast ,ME,2023,9,643506,7500,4027568,7500,0,194,19211,9458,324,0,1417
Acadia NP,ACAD,National Park,Northeast ,ME,2023,10,541067,6000,3555236,6000,0,351,7467,3194,120,0,323
Acadia NP,ACAD,National Park,Northeast ,ME,2023,11,66987,600,401921,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,12,14870,600,89222,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2024,1,15538,600,102548,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2024,2,14071,600,92870,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2024,3,25696,600,169596,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2024,4,95165,600,551957,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2024,5,320885,7500,2285053,7500,0,33,10570,4077,68,0,790
Acadia NP,ACAD,National Park,Northeast ,ME,2024,6,599015,7500,4602445,7500,0,231,27362,11365,233,0,2167
Acadia NP,ACAD,National Park,Northeast ,ME,2024,7,791029,7500,5273128,7500,0,245,34985,11747,159,0,2650
Acadia NP,ACAD,National Park,Northeast ,ME,2024,8,795332,7500,5289803,7500,0,456,35620,10748,130,0,2640
Acadia NP,ACAD,National Park,Northeast ,ME,2024,9,646116,7500,4119237,7500,0,351,21576,10089,449,0,1119
Acadia NP,ACAD,National Park,Northeast ,ME,2024,10,567466,6000,3914020,6000,0,351,12626,4924,136,0,842
Acadia NP,ACAD,National Park,Northeast ,ME,2024,11,76388,600,458329,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2024,12,14960,600,89762,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2025,1,13183,600,87009,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2025,2,10352,600,68326,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2025,3,26000,600,171600,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2025,4,95200,600,552160,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2025,5,323243,7500,2340119,7500,0,34,11606,4468,80,0,867
Acadia NP,ACAD,National Park,Northeast ,ME,2025,6,631333,7500,4699110,7500,0,200,25087,10222,221,0,2294
Acadia NP,ACAD,National Park,Northeast ,ME,2025,7,797030,7500,5182020,7500,0,289,29762,11799,213,0,3122
Acadia NP,ACAD,National Park,Northeast ,ME,2025,8,844268,7500,5420310,7500,0,456,31331,10181,330,0,2993
Acadia NP,ACAD,National Park,Northeast ,ME,2025,9,659471,7500,4135320,7500,0,351,19484,9915,324,0,1584
Acadia NP,ACAD,National Park,Northeast ,ME,2025,10,599253,6000,4114736,6000,0,351,11661,6210,120,0,904
Acadia NP,ACAD,National Park,Northeast ,ME,2025,11,68005,600,408032,600,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2025,12,11980,600,71878,600,0,0,0,0,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2015,1,20699,0,73205,0,0,0,288,137,14,0,24
Arches NP,ARCH,National Park,Intermountain ,UT,2015,2,34255,0,136062,0,0,0,842,432,25,0,88
Arches NP,ARCH,National Park,Intermountain ,UT,2015,3,103649,0,453777,0,0,0,3853,1401,230,0,467
Arches NP,ARCH,National Park,Intermountain ,UT,2015,4,138903,0,573009,0,0,0,3364,2157,219,0,772
Arches NP,ARCH,National Park,Intermountain ,UT,2015,5,179804,0,713642,0,0,0,3745,2271,236,0,1008
Arches NP,ARCH,National Park,Intermountain ,UT,2015,6,189073,0,723265,0,0,0,3548,1817,116,0,1021
Arches NP,ARCH,National Park,Intermountain ,UT,2015,7,195748,0,711334,0,0,0,2684,1588,99,0,800
Arches NP,ARCH,National Park,Intermountain ,UT,2015,8,173186,0,648544,0,0,0,2692,1904,84,0,695
Arches NP,ARCH,National Park,Intermountain ,UT,2015,9,171711,0,613908,0,0,0,1971,1723,67,0,355
Arches NP,ARCH,National Park,Intermountain ,UT,2015,10,115859,0,474225,0,0,0,2570,2026,89,0,592
Arches NP,ARCH,National Park,Intermountain ,UT,2015,11,49087,0,202971,0,0,0,1282,838,19,0,183
Arches NP,ARCH,National Park,Intermountain ,UT,2015,12,27273,0,96228,0,0,0,319,271,10,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2016,1,20311,0,72727,0,0,0,274,197,21,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2016,2,33200,0,132404,0,0,0,850,451,34,0,32
Arches NP,ARCH,National Park,Intermountain ,UT,2016,3,119122,0,486543,0,0,0,2786,1674,314,0,608
Arches NP,ARCH,National Park,Intermountain ,UT,2016,4,151112,0,611948,0,0,0,3172,2157,199,0,1080
Arches NP,ARCH,National Park,Intermountain ,UT,2016,5,201718,0,771336,0,0,0,3632,2217,296,0,780
Arches NP,ARCH,National Park,Intermountain ,UT,2016,6,211706,0,782674,0,0,0,3356,1520,123,0,1149
Arches NP,ARCH,National Park,Intermountain ,UT,2016,7,210359,0,742619,0,0,0,2740,1709,87,0,111
Arches NP,ARCH,National Park,Intermountain ,UT,2016,8,188340,0,699903,0,0,0,2946,2273,84,0,317
Arches NP,ARCH,National Park,Intermountain ,UT,2016,9,200906,0,750232,0,0,0,3027,2217,16,0,887
Arches NP,ARCH,National Park,Intermountain ,UT,2016,10,146250,0,574264,0,0,0,2808,2150,0,0,688
Arches NP,ARCH,National Park,Intermountain ,UT,2016,11,69404,0,311656,0,0,0,2047,1956,0,0,307
Arches NP,ARCH,National Park,Intermountain ,UT,2016,12,33290,0,112944,0,0,0,408,137,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,1,21549,0,75475,0,0,0,338,113,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,2,38248,0,149247,0,0,0,886,552,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,3,128508,0,385669,0,0,0,0,0,6,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,4,155286,0,466003,0,0,0,0,0,6,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,5,188726,0,566777,0,0,0,0,0,25,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,6,193060,0,579253,0,0,0,0,0,3,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,7,192767,0,578374,0,0,0,0,0,3,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,8,177764,0,533461,0,0,0,0,0,7,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,9,187603,0,563025,0,0,0,0,0,9,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,10,138325,0,415096,0,0,0,0,0,5,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,11,72867,0,218600,0,0,0,0,0,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,12,44325,0,141697,0,0,0,202,161,1,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2018,1,31810,0,107123,0,0,0,230,257,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2018,2,40325,0,155111,0,0,0,732,602,6,0,82
Arches NP,ARCH,National Park,Intermountain ,UT,2018,3,134951,0,438754,0,0,0,559,408,40,0,406
Arches NP,ARCH,National Park,Intermountain ,UT,2018,4,167156,0,611537,0,0,0,1631,2219,40,0,696
Arches NP,ARCH,National Park,Intermountain ,UT,2018,5,215255,0,757596,0,0,0,1720,2271,90,0,579
Arches NP,ARCH,National Park,Intermountain ,UT,2018,6,214443,0,754762,0,0,0,2562,1631,32,0,418
Arches NP,ARCH,National Park,Intermountain ,UT,2018,7,205493,0,728454,0,0,0,2244,1801,23,0,598
Arches NP,ARCH,National Park,Intermountain ,UT,2018,8,183840,0,646442,0,0,0,2060,1431,47,0,417
Arches NP,ARCH,National Park,Intermountain ,UT,2018,9,206254,0,683816,0,0,0,1334,1253,28,0,96
Arches NP,ARCH,National Park,Intermountain ,UT,2018,10,147996,0,563609,0,0,0,2618,2165,33,0,168
Arches NP,ARCH,National Park,Intermountain ,UT,2018,11,74155,0,322920,0,0,0,2006,1903,25,0,251
Arches NP,ARCH,National Park,Intermountain ,UT,2018,12,41879,0,136735,0,0,0,242,216,4,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2019,1,21499,0,66975,0,0,0,48,55,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2019,2,30239,0,90766,0,0,0,0,0,2,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2019,3,132191,0,432543,0,0,0,578,451,64,0,406
Arches NP,ARCH,National Park,Intermountain ,UT,2019,4,168788,0,610290,0,0,0,1612,2130,46,0,542
Arches NP,ARCH,National Park,Intermountain ,UT,2019,5,217474,0,763628,0,0,0,1720,2271,64,0,579
Arches NP,ARCH,National Park,Intermountain ,UT,2019,6,225206,0,792881,0,0,0,2754,1828,59,0,245
Arches NP,ARCH,National Park,Intermountain ,UT,2019,7,208993,0,753288,0,0,0,2916,1855,23,0,469
Arches NP,ARCH,National Park,Intermountain ,UT,2019,8,184890,0,652632,0,0,0,2025,1704,47,0,306
Arches NP,ARCH,National Park,Intermountain ,UT,2019,9,207857,0,729850,0,0,0,2128,1650,28,0,623
Arches NP,ARCH,National Park,Intermountain ,UT,2019,10,149764,0,589552,0,0,0,2340,2371,45,0,1088
Arches NP,ARCH,National Park,Intermountain ,UT,2019,11,73420,0,297890,0,0,0,1121,1745,25,0,344
Arches NP,ARCH,National Park,Intermountain ,UT,2019,12,39381,0,132524,0,0,0,281,230,2,0,86
Arches NP,ARCH,National Park,Intermountain ,UT,2020,1,28462,0,89937,0,0,0,48,142,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2020,2,42416,0,153428,0,0,0,641,444,6,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2020,3,81623,0,279597,0,0,0,597,726,28,0,96
Arches NP,ARCH,National Park,Intermountain ,UT,2020,4,0,0,0,0,0,0,0,0,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2020,5,13832,0,41496,0,0,0,0,0,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2020,6,163699,0,491098,0,0,0,0,0,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2020,7,193824,0,630813,0,0,0,1058,770,0,0,228
Arches NP,ARCH,National Park,Intermountain ,UT,2020,8,164539,0,600106,0,0,0,2068,1874,0,0,495
Arches NP,ARCH,National Park,Intermountain ,UT,2020,9,203866,0,752195,0,0,0,2740,2406,0,0,712
Arches NP,ARCH,National Park,Intermountain ,UT,2020,10,177864,0,650219,0,0,0,1896,2294,0,0,669
Arches NP,ARCH,National Park,Intermountain ,UT,2020,11,103916,0,398570,0,0,0,1142,1771,0,0,704
Arches NP,ARCH,National Park,Intermountain ,UT,2020,12,64042,0,201400,0,0,0,192,194,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2021,1,48725,0,146174,0,0,0,0,0,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2021,2,53986,0,161957,0,0,0,0,0,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2021,3,151077,0,489725,0,0,0,664,518,0,0,338
Arches NP,ARCH,National Park,Intermountain ,UT,2021,4,193914,0,699058,0,0,0,1863,2465,38,0,522
Arches NP,ARCH,National Park,Intermountain ,UT,2021,5,225789,0,762232,0,0,0,1493,1458,60,0,525
Arches NP,ARCH,National Park,Intermountain ,UT,2021,6,238499,0,803670,0,0,0,1636,1461,56,0,521
Arches NP,ARCH,National Park,Intermountain ,UT,2021,7,211928,0,718285,0,0,0,1536,1293,20,0,588
Arches NP,ARCH,National Park,Intermountain ,UT,2021,8,167686,0,620902,0,0,0,2279,1779,33,0,819
Arches NP,ARCH,National Park,Intermountain ,UT,2021,9,193002,0,690157,0,0,0,1415,2120,37,0,1060
Arches NP,ARCH,National Park,Intermountain ,UT,2021,10,169983,0,618457,0,0,0,1166,2081,42,0,1232
Arches NP,ARCH,National Park,Intermountain ,UT,2021,11,98362,0,374501,0,0,0,1159,1661,26,0,463
Arches NP,ARCH,National Park,Intermountain ,UT,2021,12,53914,0,187126,0,0,0,535,458,0,0,64
Arches NP,ARCH,National Park,Intermountain ,UT,2022,1,40621,0,144789,0,0,0,430,526,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2022,2,51568,0,168389,0,0,0,257,302,11,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2022,3,141866,0,463840,0,0,0,645,575,36,0,337
Arches NP,ARCH,National Park,Intermountain ,UT,2022,4,148996,0,616374,0,0,0,1852,3559,61,0,1586
Arches NP,ARCH,National Park,Intermountain ,UT,2022,5,172114,0,633420,0,0,0,1355,2252,92,0,1179
Arches NP,ARCH,National Park,Intermountain ,UT,2022,6,171859,0,625563,0,0,0,1966,1844,11,0,762
Arches NP,ARCH,National Park,Intermountain ,UT,2022,7,158925,0,597413,0,0,0,1906,2138,21,0,961
Arches NP,ARCH,National Park,Intermountain ,UT,2022,8,142790,0,539406,0,0,0,1696,2314,14,0,603
Arches NP,ARCH,National Park,Intermountain ,UT,2022,9,158728,0,590489,0,0,0,1539,2379,8,0,837
Arches NP,ARCH,National Park,Intermountain ,UT,2022,10,146986,0,540749,0,0,0,1332,1956,11,0,859
Arches NP,ARCH,National Park,Intermountain ,UT,2022,11,83239,0,349432,0,0,0,1690,1999,5,0,461
Arches NP,ARCH,National Park,Intermountain ,UT,2022,12,42960,0,143730,0,0,0,245,372,2,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2023,1,31427,0,106709,0,0,0,245,264,2,0,7
Arches NP,ARCH,National Park,Intermountain ,UT,2023,2,41264,0,138599,0,0,0,247,341,1,0,28
Arches NP,ARCH,National Park,Intermountain ,UT,2023,3,132502,0,426657,0,0,0,424,497,16,0,278
Arches NP,ARCH,National Park,Intermountain ,UT,2023,4,151232,0,568728,0,0,0,1512,2349,27,0,905
Arches NP,ARCH,National Park,Intermountain ,UT,2023,5,188274,0,690000,0,0,0,1447,2524,18,0,1226
Arches NP,ARCH,National Park,Intermountain ,UT,2023,6,180782,0,715594,0,0,0,2603,2908,12,0,1696
Arches NP,ARCH,National Park,Intermountain ,UT,2023,7,165671,0,603369,0,0,0,2030,1871,3,0,527
Arches NP,ARCH,National Park,Intermountain ,UT,2023,8,144080,0,543500,0,0,0,1947,2068,7,0,614
Arches NP,ARCH,National Park,Intermountain ,UT,2023,9,174673,0,645617,0,0,0,1501,2435,30,0,1100
Arches NP,ARCH,National Park,Intermountain ,UT,2023,10,140260,0,522401,0,0,0,1222,2110,42,0,861
Arches NP,ARCH,National Park,Intermountain ,UT,2023,11,83843,0,336140,0,0,0,1373,1702,8,0,443
Arches NP,ARCH,National Park,Intermountain ,UT,2023,12,48037,0,165673,0,0,0,334,533,9,0,23
Arches NP,ARCH,National Park,Intermountain ,UT,2024,1,28088,2,182778,2,0,0,228,482,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2024,2,51510,48,338902,48,0,0,473,1003,1,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2024,3,143166,492,905924,492,0,0,654,751,36,0,989
Arches NP,ARCH,National Park,Intermountain ,UT,2024,4,156720,855,1051783,855,0,0,1411,2989,29,0,1101
Arches NP,ARCH,National Park,Intermountain ,UT,2024,5,195379,1209,1283085,1209,0,0,1662,2889,28,0,1036
Arches NP,ARCH,National Park,Intermountain ,UT,2024,6,180563,1104,1173154,1104,0,0,1281,2216,14,0,1030
Arches NP,ARCH,National Park,Intermountain ,UT,2024,7,156052,636,1136373,636,0,0,3588,4596,6,0,1455
